iter	RMSE
353	3.535757131
354	3.535024248
355	3.534502414
356	3.5341381
357	3.533674593
358	3.532814311
359	3.532508826
360	3.532083478
361	3.531644438
362	3.530935922
363	3.53059588
364	3.530209499
365	3.529543644
366	3.528574858
367	3.528196234
368	3.527635012
369	3.527251201
370	3.526827052
371	3.526296085
372	3.525519455
373	3.525273303
374	3.524896747
375	3.524484708
376	3.524191756
377	3.523740444
378	3.523400406
379	3.523043048
380	3.522639262
381	3.522164154
382	3.521726116
383	3.521221593
384	3.520787295
385	3.520350869
386	3.519663079
387	3.519336566
388	3.51887645
389	3.518689838
390	3.518308882
391	3.518075325
392	3.517431744
393	3.516921403
394	3.516525501
395	3.516332343
396	3.515902686
397	3.515545668
398	3.514992287
399	3.51457568
400	3.514099358
401	3.513813669
402	3.513561825
403	3.513195104
404	3.512951105
405	3.51248584
406	3.511768556
407	3.511463909
408	3.5111836
409	3.510807463
410	3.510353523
411	3.509856355
412	3.509548168
413	3.508928825
414	3.50842575
415	3.508102072
416	3.507796015
417	3.50744807
418	3.507318156
419	3.506818333
420	3.506348765
421	3.506076186
422	3.505701798
423	3.505212558
424	3.504611548
425	3.504146277
426	3.50371467
427	3.503128538
428	3.502806502
429	3.502606022
430	3.502220255
431	3.502017959
432	3.501687762
433	3.501229959
434	3.500877219
435	3.500604621
436	3.500351753
437	3.499972105
438	3.499592994
439	3.49913108
440	3.498755573
441	3.498231639
442	3.497909861
443	3.497690752
444	3.497230567
445	3.497043928
446	3.496533939
447	3.495993118
448	3.495627099
449	3.495346866
450	3.494940329
451	3.494219257
452	3.493818565
453	3.49358309
454	3.493392225
455	3.492912396
456	3.492618344
457	3.492335724
458	3.492107182
459	3.491844238
460	3.491290788
461	3.49107275
462	3.490518124
463	3.490334519
464	3.489984925
465	3.489586255
466	3.489402076
467	3.489111059
468	3.488770062
469	3.488298661
470	3.487929589
471	3.487445956
472	3.487012677
473	3.486641485
474	3.486520415
475	3.486087759
476	3.485749847
477	3.485399494
478	3.485038175
479	3.484670279
480	3.484193129
481	3.483958936
482	3.48357518
483	3.483293619
484	3.48307614
485	3.482900856
486	3.482440421
487	3.482200702
488	3.481770223
489	3.481409233
490	3.481260735
491	3.481015562
492	3.480581574
493	3.480084615
494	3.47988853
495	3.479474715
496	3.479180129
497	3.478850506
498	3.478500292
499	3.478052879
500	3.477828903
501	3.477350251
502	3.477011058
503	3.476396328
504	3.47617224
505	3.475973699
506	3.475639262
507	3.475239327
508	3.474759887
509	3.474286058
510	3.474060533
511	3.473869452
512	3.473546466
513	3.473319827
514	3.473159624
515	3.472894764
516	3.472405501
517	3.471868275
518	3.471400989
519	3.471158961
520	3.470893603
521	3.470614928
522	3.470379411
523	3.470103685
524	3.469743502
525	3.469393832
526	3.468994679
527	3.468680654
528	3.468440404
529	3.468269814
530	3.468109406
531	3.467847291
532	3.467670297
533	3.467352381
534	3.467036212
535	3.466722112
536	3.466492244
537	3.466163709
538	3.465868991
539	3.465694826
540	3.465425541
541	3.46528396
542	3.464928846
543	3.464722023
544	3.464230201
545	3.463982784
546	3.463828388
547	3.463631321
548	3.46337335
549	3.462830581
550	3.462514866
551	3.46223934
552	3.461903374
553	3.461737306
554	3.461494475
555	3.46077829
556	3.460434599
557	3.460120129
558	3.459895862
559	3.459531074
560	3.459262287
561	3.459013954
562	3.458617485
563	3.458357758
564	3.457926243
565	3.45754995
566	3.457333694
567	3.457163776
568	3.456891413
569	3.45675027
570	3.456629523
571	3.456314301
572	3.456099747
573	3.455781093
574	3.455558219
575	3.455321755
576	3.455071066
577	3.45469078
578	3.454235175
579	3.454007393
580	3.453734129
581	3.453555087
582	3.453158038
583	3.452927483
584	3.452639671
585	3.452437181
586	3.452131112
587	3.451901408
588	3.451736557
589	3.451424323
590	3.451233723
591	3.450986304
592	3.45075545
593	3.450466729
594	3.450132815
595	3.449932607
596	3.449708263
597	3.44928482
598	3.449156978
599	3.448868623
600	3.448794776
601	3.448603716
602	3.448159904
603	3.447966868
604	3.44774643
605	3.447531182
606	3.44716173
607	3.446896083
608	3.446695212
609	3.446415878
610	3.446231618
611	3.446030176
612	3.44579161
613	3.445620136
614	3.445463027
615	3.445160805
616	3.444939562
617	3.444655571
618	3.444417946
619	3.444129806
620	3.444041229
621	3.443806412
622	3.443599673
623	3.443333188
624	3.443106573
625	3.442734703
626	3.442608549
627	3.442481426
628	3.44229565
629	3.442173083
630	3.442031119
631	3.441709717
632	3.441394609
633	3.441093141
634	3.44093216
635	3.440664993
636	3.440478965
637	3.440246228
638	3.439818367
639	3.439610033
640	3.439366193
641	3.439038548
642	3.438882779
643	3.438553314
644	3.438272764
645	3.438057259
646	3.437849876
647	3.437707269
648	3.437639317
649	3.43742648
650	3.437339261
651	3.437213571
652	3.437083599
653	3.436782444
654	3.436355434
655	3.436147281
656	3.4359065
657	3.435659843
658	3.43540622
659	3.435055849
660	3.434974019
661	3.434863821
662	3.434642208
663	3.434411217
664	3.434173781
665	3.433959681
666	3.43385434
667	3.433725565
668	3.43362831
669	3.433407244
670	3.43321423
671	3.432905577
672	3.432726
673	3.432453188
674	3.432210429
675	3.432009339
676	3.431738456
677	3.431555592
678	3.431227962
679	3.431005688
680	3.430879382
681	3.430761152
682	3.430662863
683	3.430442481
684	3.430340866
685	3.430175285
686	3.429931142
687	3.429776923
688	3.42938248
689	3.429031792
690	3.428647344
691	3.428348803
692	3.428147235
693	3.427870047
694	3.427662685
695	3.42732566
696	3.427088348
697	3.426838321
698	3.426590743
699	3.426376315
700	3.426155432
701	3.425914146
702	3.425729884
703	3.425490669
704	3.425350404
705	3.425161524
706	3.424934975
707	3.424722006
708	3.424489714
709	3.424360044
710	3.424221508
711	3.424145934
712	3.424090407
713	3.423764509
714	3.423430171
715	3.423257934
716	3.42309025
717	3.422888071
718	3.422728144
719	3.422598654
720	3.422434625
721	3.422217043
722	3.421873806
723	3.421625338
724	3.42130566
725	3.421077208
726	3.420969347
727	3.420762791
728	3.420605851
729	3.420379552
730	3.420143224
731	3.419780702
732	3.419627691
733	3.419502297
734	3.41920471
735	3.419121737
736	3.41889968
737	3.418801811
738	3.418632773
739	3.418476997
740	3.41842077
741	3.418083116
742	3.417868721
743	3.417657954
744	3.417571461
745	3.417366094
746	3.417149578
747	3.417040587
748	3.41675205
749	3.416421096
750	3.416275831
751	3.41600606
752	3.415844344
753	3.415623148
754	3.415408043
755	3.41522611
756	3.414949448
757	3.414768537
758	3.414627327
759	3.414443511
760	3.414229545
761	3.413982325
762	3.413842366
763	3.413549213
764	3.413239893
765	3.413005085
766	3.412729756
767	3.412537138
768	3.412253448
769	3.412006663
770	3.411913484
771	3.41176418
772	3.411439429
773	3.411261162
774	3.411130398
775	3.410980332
776	3.410757253
777	3.410583341
778	3.410397333
779	3.410186943
780	3.410025508
781	3.409893496
782	3.409613697
783	3.409445646
784	3.409142411
785	3.408970303
786	3.408792959
787	3.408559674
788	3.408462647
789	3.408169096
790	3.407981634
791	3.407826628
792	3.40763373
793	3.407367995
794	3.407132935
795	3.406993374
796	3.406877323
797	3.406725123
798	3.406525365
799	3.406343786
800	3.406118526
801	3.405950581
802	3.405807853
803	3.40547193
804	3.405318901
805	3.405255334
806	3.405125191
807	3.405002791
808	3.40476958
809	3.404473036
810	3.404205276
811	3.404052995
812	3.403909101
813	3.403703712
814	3.403481573
815	3.403276341
816	3.403079835
817	3.402881096
818	3.402803656
819	3.402579551
820	3.402489257
821	3.402253953
822	3.402047768
823	3.401887992
824	3.401798916
825	3.401508426
826	3.401217764
827	3.401033773
828	3.400822436
829	3.400599502
830	3.400413156
831	3.400263179
832	3.400140664
833	3.40007019
834	3.399903675
835	3.399844265
836	3.399620618
837	3.39942214
838	3.399270158
839	3.399118661
840	3.398971292
841	3.398800034
842	3.398665165
843	3.398558079
844	3.398490202
845	3.3983649
846	3.39818988
847	3.398025023
848	3.397941587
849	3.397705795
850	3.397560382
851	3.39727323
852	3.397120538
853	3.397046538
854	3.397027515
855	3.396889959
856	3.396754446
857	3.3966422
858	3.396608665
859	3.396510412
860	3.396327597
861	3.396073327
862	3.395925099
863	3.395766455
864	3.395655868
865	3.395579119
866	3.395384663
867	3.395146325
868	3.395095044
869	3.394875558
870	3.39462616
871	3.394348683
872	3.394253984
873	3.393941614
874	3.393890478
875	3.393811247
876	3.393579678
877	3.393513965
878	3.393314493
879	3.393166806
880	3.393036362
881	3.392880468
882	3.392703498
883	3.3925471
884	3.392427822
885	3.392283791
886	3.392132268
887	3.391944203
888	3.391788186
889	3.391587843
890	3.391494585
891	3.39134747
892	3.391167992
893	3.39099702
894	3.390901645
895	3.39076768
896	3.390649093
897	3.390461179
898	3.390281867
899	3.390179731
900	3.390010704
901	3.389829737
902	3.389607638
903	3.38957233
904	3.389407392
905	3.389257836
906	3.389062329
907	3.388888524
908	3.388728584
909	3.388529952
910	3.388374301
911	3.388164326
912	3.387907181
913	3.387699915
914	3.387525053
915	3.387412164
916	3.38728674
917	3.387035142
918	3.386897242
919	3.386665532
920	3.386316408
921	3.386121838
922	3.385904345
923	3.385827767
924	3.385603223
925	3.385462873
926	3.385277042
927	3.385175949
928	3.38504316
929	3.384830605
930	3.384655083
931	3.384507731
932	3.384302375
933	3.384220192
934	3.384128605
935	3.384025429
936	3.383869618
937	3.383742458
938	3.383586135
939	3.383412926
940	3.383254415
941	3.38305404
942	3.382922368
943	3.382783282
944	3.382618904
945	3.38249722
946	3.382383542
947	3.382200505
948	3.381964739
949	3.381840156
950	3.381673727
951	3.381576802
952	3.381478883
953	3.381358381
954	3.381230596
955	3.381069429
956	3.380856468
957	3.380693603
958	3.380600332
959	3.3803905
960	3.380100332
961	3.379753796
962	3.379639305
963	3.379535451
964	3.37939108
965	3.379198817
966	3.379036815
967	3.378678454
968	3.37852648
969	3.378414356
970	3.378189
971	3.378036536
972	3.377934664
973	3.37784863
974	3.37775687
975	3.377664981
976	3.377610091
977	3.377240251
978	3.377138817
979	3.376964524
980	3.376859121
981	3.376786353
982	3.376655736
983	3.376524332
984	3.376483525
985	3.376388192
986	3.376191957
987	3.37605763
988	3.375792248
989	3.375533876
990	3.375391911
991	3.375332895
992	3.375201026
993	3.375124327
994	3.374911311
995	3.374743452
996	3.374547353
997	3.374508707
998	3.374242591
999	3.374103224
